statement,label,statement_rephrased,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case both that the city of Ebute Ikorodu is in Nigeria and that the city of Bagcilar is in Turkey.,1,"It is true that the city known as Ebute Ikorodu is geographically situated within the territorial boundaries of the country called Nigeria, and simultaneously, it is also the case that the city identified as Bagcilar is located within the national borders of the country known as Turkey.",The city of Ebute Ikorodu is in Nigeria.,1,Ebute Ikorodu,Nigeria,Nigeria,The city of Bagcilar is in Turkey.,1,Bagcilar,Turkey,Turkey
It is the case both that the city of Tucson is in the United States and that the city of Nanchong is in China.,1,"It is true that the city known as Tucson is geographically situated within the territorial boundaries of the country called the United States, and simultaneously, it is also the case that the city identified as Nanchong is located within the national borders of the country known as China.",The city of Tucson is in the United States.,1,Tucson,United States,United States,The city of Nanchong is in China.,1,Nanchong,China,China
It is the case both that the city of Jaboatao dos Guararapes is in Brazil and that the city of Dandong is in China.,1,"It is true that the city known as Jaboatao dos Guararapes is geographically situated within the territorial boundaries of the country called Brazil, and simultaneously, it is also the case that the city identified as Dandong is located within the national borders of the country known as China.",The city of Jaboatao dos Guararapes is in Brazil.,1,Jaboatao dos Guararapes,Brazil,Brazil,The city of Dandong is in China.,1,Dandong,China,China
It is the case both that the city of Pingliang is in China and that the city of Karol Bagh is in India.,1,"It is true that the city known as Pingliang is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Karol Bagh is situated within the national borders of the country known as India.",The city of Pingliang is in China.,1,Pingliang,China,China,The city of Karol Bagh is in India.,1,Karol Bagh,India,India
It is the case both that the city of Rourkela is in India and that the city of Wanzhou is in China.,1,"It is true that the city known as Rourkela is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Wanzhou is situated within the national borders of the country known as China.",The city of Rourkela is in India.,1,Rourkela,India,India,The city of Wanzhou is in China.,1,Wanzhou,China,China
It is the case both that the city of Paranaque City is in the Philippines and that the city of Visakhapatnam is in India.,1,"It is true that the city officially recognized as Paranaque City is geographically situated within the territorial boundaries of the country known as the Philippines, and simultaneously, it is also a fact that the city identified as Visakhapatnam is located within the national borders of the country called India.",The city of Paranaque City is in the Philippines.,1,Paranaque City,Philippines,Philippines,The city of Visakhapatnam is in India.,1,Visakhapatnam,India,India
It is the case both that the city of Suqian is in China and that the city of Zaozhuang is in China.,1,"It is true that the city known as Suqian is geographically situated within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Zaozhuang is located within the same national borders, meaning that both Suqian and Zaozhuang are cities that exist within the country of China.",The city of Suqian is in China.,1,Suqian,China,China,The city of Zaozhuang is in China.,1,Zaozhuang,China,China
It is the case both that the city of Goyang-si is in South Korea and that the city of Callao is in Peru.,1,"It is true that the city known as Goyang-si is geographically situated within the territorial boundaries of the country called South Korea, and simultaneously, it is also the case that the city identified as Callao is located within the national borders of the country known as Peru.",The city of Goyang-si is in South Korea.,1,Goyang-si,"Korea, Republic of","Korea, Republic of",The city of Callao is in Peru.,1,Callao,Peru,Peru
It is the case both that the city of Pekanbaru is in Indonesia and that the city of Yinchuan is in China.,1,"It is true that the city known as Pekanbaru is geographically situated within the territorial boundaries of the country called Indonesia, and simultaneously, it is also the case that the city identified as Yinchuan is located within the national borders of the country known as China.",The city of Pekanbaru is in Indonesia.,1,Pekanbaru,Indonesia,Indonesia,The city of Yinchuan is in China.,1,Yinchuan,China,China
It is the case both that the city of Klang is in Malaysia and that the city of Tangerang is in Indonesia.,1,"It is true that the city known as Klang is geographically situated within the territorial boundaries of the country called Malaysia, and simultaneously, it is also the case that the city identified as Tangerang is located within the national borders of the country known as Indonesia.",The city of Klang is in Malaysia.,1,Klang,Malaysia,Malaysia,The city of Tangerang is in Indonesia.,1,Tangerang,Indonesia,Indonesia
It is the case both that the city of Ankara is in Turkey and that the city of Langfang is in China.,1,"It is true that the city known as Ankara is geographically situated within the territorial boundaries of the country called Turkey, and simultaneously, it is also the case that the city identified as Langfang is located within the national borders of the country known as China.",The city of Ankara is in Turkey.,1,Ankara,Turkey,Turkey,The city of Langfang is in China.,1,Langfang,China,China
It is the case both that the city of Ha'il is in Saudi Arabia and that the city of Al Fayyum is in Egypt.,1,"It is true that the city known as Ha'il is geographically situated within the territorial boundaries of the country called Saudi Arabia, and simultaneously, it is also the case that the city identified as Al Fayyum is located within the national borders of the country known as Egypt.",The city of Ha'il is in Saudi Arabia.,1,Ha'il,Saudi Arabia,Saudi Arabia,The city of Al Fayyum is in Egypt.,1,Al Fayyum,Egypt,Egypt
It is the case both that the city of Yaroslavl is in Russia and that the city of Sharjah is in the United Arab Emirates.,1,"It is true that the city known as Yaroslavl is geographically situated within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Sharjah is located within the national borders of the country known as the United Arab Emirates.",The city of Yaroslavl is in Russia.,1,Yaroslavl,Russian Federation,Russian Federation,The city of Sharjah is in the United Arab Emirates.,1,Sharjah,United Arab Emirates,United Arab Emirates
It is the case both that the city of Klang is in Malaysia and that the city of Jeonju is in South Korea.,1,"It is true that the city known as Klang is geographically situated within the territorial boundaries of the country called Malaysia, and simultaneously, it is also the case that the city identified as Jeonju is located within the national borders of the country known as South Korea.",The city of Klang is in Malaysia.,1,Klang,Malaysia,Malaysia,The city of Jeonju is in South Korea.,1,Jeonju,"Korea, Republic of","Korea, Republic of"
It is the case both that the city of Hamadan is in Iran and that the city of Heze is in China.,1,"It is true that the city known as Hamadan is geographically situated within the territorial boundaries of the country called Iran, and simultaneously, it is also the case that the city identified as Heze is located within the national borders of the country known as China.",The city of Hamadan is in Iran.,1,Hamadan,"Iran, Islamic Rep. of","Iran, Islamic Rep. of",The city of Heze is in China.,1,Heze,China,China
It is the case both that the city of Xining is in China and that the city of Santa Maria Chimalhuacan is in Mexico.,1,"It is true that the city known as Xining is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Santa Maria Chimalhuacan is situated within the national borders of the country known as Mexico.",The city of Xining is in China.,1,Xining,China,China,The city of Santa Maria Chimalhuacan is in Mexico.,1,Santa Maria Chimalhuacan,Mexico,Mexico
It is the case both that the city of Uskudar is in Turkey and that the city of Casablanca is in Morocco.,1,"It is true that the city known as Uskudar is geographically situated within the territorial boundaries of the country called Turkey, and simultaneously, it is also the case that the city identified as Casablanca is located within the national borders of the country known as Morocco, meaning that Uskudar is a city that exists within the country of Turkey, while Casablanca is a city that exists within the country of Morocco.",The city of Uskudar is in Turkey.,1,Uskudar,Turkey,Turkey,The city of Casablanca is in Morocco.,1,Casablanca,Morocco,Morocco
It is the case both that the city of Orumiyeh is in Iran and that the city of Winnipeg is in Canada.,1,"It is true that the city known as Orumiyeh is geographically situated within the territorial boundaries of the country called Iran, and simultaneously, it is also the case that the city identified as Winnipeg is located within the national borders of the country known as Canada.",The city of Orumiyeh is in Iran.,1,Orumiyeh,"Iran, Islamic Rep. of","Iran, Islamic Rep. of",The city of Winnipeg is in Canada.,1,Winnipeg,Canada,Canada
It is the case both that the city of Nanning is in China and that the city of Puning is in China.,1,"It is true that the city known as Nanning is geographically situated within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Puning is located within the same national borders, meaning that both Nanning and Puning are cities that exist within the country of China.",The city of Nanning is in China.,1,Nanning,China,China,The city of Puning is in China.,1,Puning,China,China
It is the case both that the city of Shijiazhuang is in China and that the city of Jabalpur is in India.,1,"It is true that the city known as Shijiazhuang is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Jabalpur is situated within the national borders of the country known as India.",The city of Shijiazhuang is in China.,1,Shijiazhuang,China,China,The city of Jabalpur is in India.,1,Jabalpur,India,India
It is the case both that the city of Zaporizhzhya is in Ukraine and that the city of Riga is in Latvia.,1,"It is true that the city known as Zaporizhzhya is geographically situated within the territorial boundaries of the country called Ukraine, and simultaneously, it is also the case that the city identified as Riga is located within the national borders of the country known as Latvia.",The city of Zaporizhzhya is in Ukraine.,1,Zaporizhzhya,Ukraine,Ukraine,The city of Riga is in Latvia.,1,Riga,Latvia,Latvia
It is the case both that the city of Taicang is in China and that the city of Tianshui is in China.,1,"It is true that the city known as Taicang is geographically situated within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Tianshui is located within the same national borders, meaning that both Taicang and Tianshui are cities that exist within the country of China.",The city of Taicang is in China.,1,Taicang,China,China,The city of Tianshui is in China.,1,Tianshui,China,China
It is the case both that the city of Narela is in India and that the city of Warangal is in India.,1,"It is true that the city known as Narela is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Warangal is situated within the same national borders, meaning that both Narela and Warangal are cities that exist within the country of India.",The city of Narela is in India.,1,Narela,India,India,The city of Warangal is in India.,1,Warangal,India,India
It is the case both that the city of Aleppo is in Syria and that the city of Lodz is in Poland.,1,"It is true that the city known as Aleppo is geographically situated within the territorial boundaries of the country called Syria, and simultaneously, it is also the case that the city identified as Lodz is located within the national borders of the country known as Poland, meaning that Aleppo is a city that exists within the borders of Syria and Lodz is a city that exists within the borders of Poland.",The city of Aleppo is in Syria.,1,Aleppo,Syrian Arab Republic,Syrian Arab Republic,The city of Lodz is in Poland.,1,Lodz,Poland,Poland
It is the case both that the city of Yunfu is in China and that the city of Homyel' is in Belarus.,1,"It is true that the city known as Yunfu is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Homyel' is situated within the national borders of the country known as Belarus.",The city of Yunfu is in China.,1,Yunfu,China,China,The city of Homyel' is in Belarus.,1,Homyel',Belarus,Belarus
It is the case both that the city of Anyang-si is in South Korea and that the city of Homs is in Syria.,1,"It is true that the city known as Anyang-si is geographically situated within the territorial boundaries of the country called South Korea, and simultaneously, it is also the case that the city identified as Homs is located within the national borders of the country known as Syria.",The city of Anyang-si is in South Korea.,1,Anyang-si,"Korea, Republic of","Korea, Republic of",The city of Homs is in Syria.,1,Homs,Syrian Arab Republic,Syrian Arab Republic
It is the case both that the city of Tashkent is in Uzbekistan and that the city of Zaozhuang is in China.,1,"It is true that the city known as Tashkent is geographically situated within the territorial boundaries of the country called Uzbekistan, and simultaneously, it is also the case that the city identified as Zaozhuang is located within the national borders of the country known as China.",The city of Tashkent is in Uzbekistan.,1,Tashkent,Uzbekistan,Uzbekistan,The city of Zaozhuang is in China.,1,Zaozhuang,China,China
It is the case both that the city of Lviv is in Ukraine and that the city of Tomsk is in Russia.,1,"It is true that the city known as Lviv is geographically situated within the territorial boundaries of the country called Ukraine, and simultaneously, it is also the case that the city identified as Tomsk is located within the national borders of the country known as Russia.",The city of Lviv is in Ukraine.,1,Lviv,Ukraine,Ukraine,The city of Tomsk is in Russia.,1,Tomsk,Russian Federation,Russian Federation
It is the case both that the city of Cangzhou is in China and that the city of Ibague is in Colombia.,1,"It is true that the city of Cangzhou is located within the territorial boundaries of China, and it is also true that the city of Ibague is situated within the national borders of Colombia, meaning that Cangzhou exists as a city within the country of China, while Ibague exists as a city within the country of Colombia.",The city of Cangzhou is in China.,1,Cangzhou,China,China,The city of Ibague is in Colombia.,1,Ibague,Colombia,Colombia
It is the case both that the city of Makassar is in Indonesia and that the city of Shangqiu is in China.,1,"It is true that the city known as Makassar is geographically situated within the territorial boundaries of the country called Indonesia, and simultaneously, it is also the case that the city identified as Shangqiu is located within the national borders of the country known as China.",The city of Makassar is in Indonesia.,1,Makassar,Indonesia,Indonesia,The city of Shangqiu is in China.,1,Shangqiu,China,China
It is the case both that the city of Petaling Jaya is in Malaysia and that the city of Jaboatao is in Brazil.,1,"It is true that the city known as Petaling Jaya is geographically situated within the territorial boundaries of the country called Malaysia, and simultaneously, it is also the case that the city identified as Jaboatao is located within the national borders of the country known as Brazil.",The city of Petaling Jaya is in Malaysia.,1,Petaling Jaya,Malaysia,Malaysia,The city of Jaboatao is in Brazil.,1,Jaboatao,Brazil,Brazil
It is the case both that the city of Ouagadougou is in Burkina Faso and that the city of Yangjiang is in China.,1,"It is true that the city known as Ouagadougou is geographically situated within the territorial boundaries of the country called Burkina Faso, and simultaneously, it is also the case that the city identified as Yangjiang is located within the national borders of the country known as China.",The city of Ouagadougou is in Burkina Faso.,1,Ouagadougou,Burkina Faso,Burkina Faso,The city of Yangjiang is in China.,1,Yangjiang,China,China
It is the case both that the city of Nova Iguacu is in Brazil and that the city of Palembang is in Indonesia.,1,"It is true that the city known as Nova Iguacu is geographically situated within the territorial boundaries of the country called Brazil, and simultaneously, it is also the case that the city identified as Palembang is located within the national borders of the country known as Indonesia.",The city of Nova Iguacu is in Brazil.,1,Nova Iguacu,Brazil,Brazil,The city of Palembang is in Indonesia.,1,Palembang,Indonesia,Indonesia
It is the case both that the city of Volgograd is in Russia and that the city of Nairobi is in Kenya.,1,"It is true that the city known as Volgograd is geographically situated within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Nairobi is located within the national borders of the country known as Kenya.",The city of Volgograd is in Russia.,1,Volgograd,Russian Federation,Russian Federation,The city of Nairobi is in Kenya.,1,Nairobi,Kenya,Kenya
It is the case both that the city of Handan is in China and that the city of Homyel' is in the Philippines.,0,"It is true that the city known as Handan is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Homyel' is situated within the national borders of the country known as the Philippines.",The city of Handan is in China.,1,Handan,China,China,The city of Homyel' is in the Philippines.,0,Homyel',Philippines,Belarus
It is the case both that the city of Bandar Lampung is in Indonesia and that the city of Cixi is in Algeria.,0,"It is true that the city known as Bandar Lampung is geographically located within the territorial boundaries of the country called Indonesia, and simultaneously, it is also the case that the city identified as Cixi is situated within the national borders of the country known as Algeria.",The city of Bandar Lampung is in Indonesia.,1,Bandar Lampung,Indonesia,Indonesia,The city of Cixi is in Algeria.,0,Cixi,Algeria,China
It is the case both that the city of Belo Horizonte is in Brazil and that the city of Kigali is in Nigeria.,0,"It is true that the city known as Belo Horizonte is geographically located within the territorial boundaries of the country called Brazil, and simultaneously, it is also the case that the city identified as Kigali is situated within the national borders of the country known as Nigeria.",The city of Belo Horizonte is in Brazil.,1,Belo Horizonte,Brazil,Brazil,The city of Kigali is in Nigeria.,0,Kigali,Nigeria,Rwanda
It is the case both that the city of Nashik is in India and that the city of Caracas is in China.,0,"It is a fact that the city of Nashik is situated within the geographical boundaries of the country of India, and simultaneously, it is also a reality that the city of Caracas is positioned within the territorial limits of the nation of China, indicating that Nashik is a part of India while Caracas is a part of China.",The city of Nashik is in India.,1,Nashik,India,India,The city of Caracas is in China.,0,Caracas,China,"Venezuela, Bolivarian Rep. of"
It is the case both that the city of Najafgarh is in India and that the city of Kashgar is in Poland.,0,"It is true that the city known as Najafgarh is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Kashgar is situated within the national borders of the country known as Poland.",The city of Najafgarh is in India.,1,Najafgarh,India,India,The city of Kashgar is in Poland.,0,Kashgar,Poland,China
It is the case both that the city of Chaozhou is in China and that the city of Xuchang is in Italy.,0,"It is true that the city known as Chaozhou is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Xuchang is situated within the national borders of the country known as Italy.",The city of Chaozhou is in China.,1,Chaozhou,China,China,The city of Xuchang is in Italy.,0,Xuchang,Italy,China
It is the case both that the city of Liupanshui is in China and that the city of Koeln is in Mexico.,0,"It is true that the city known as Liupanshui is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Koeln is situated within the national borders of the country known as Mexico.",The city of Liupanshui is in China.,1,Liupanshui,China,China,The city of Koeln is in Mexico.,0,Koeln,Mexico,Germany
It is the case both that the city of Tangerang is in Indonesia and that the city of Rio de Janeiro is in the Dominican Republic.,0,"It is true that the city known as Tangerang is geographically situated within the territorial boundaries of the country called Indonesia, and simultaneously, it is also the case that the city identified as Rio de Janeiro is located within the national borders of the country known as the Dominican Republic.",The city of Tangerang is in Indonesia.,1,Tangerang,Indonesia,Indonesia,The city of Rio de Janeiro is in the Dominican Republic.,0,Rio de Janeiro,Dominican Republic,Brazil
It is the case both that the city of Goiania is in Brazil and that the city of Nagoya is in China.,0,"It is true that the city known as Goiania is geographically located within the territorial boundaries of the country called Brazil, and simultaneously, it is also the case that the city identified as Nagoya is situated within the national borders of the country known as China.",The city of Goiania is in Brazil.,1,Goiania,Brazil,Brazil,The city of Nagoya is in China.,0,Nagoya,China,Japan
It is the case both that the city of Pretoria is in South Africa and that the city of Panzhihua is in the United Arab Emirates.,0,"It is true that the city known as Pretoria is geographically located within the territorial boundaries of the country called South Africa, and simultaneously, it is also the case that the city identified as Panzhihua is situated within the national borders of the country known as the United Arab Emirates.",The city of Pretoria is in South Africa.,1,Pretoria,South Africa,South Africa,The city of Panzhihua is in the United Arab Emirates.,0,Panzhihua,United Arab Emirates,China
It is the case both that the city of Chisinau is in Moldova and that the city of Kotli is in Mexico.,0,"It is true that the city known as Chisinau is geographically situated within the territorial boundaries of the country referred to as Moldova, and simultaneously, it is also the case that the city identified as Kotli is located within the national borders of the country known as Mexico.",The city of Chisinau is in Moldova.,1,Chisinau,"Moldova, Republic of","Moldova, Republic of",The city of Kotli is in Mexico.,0,Kotli,Mexico,Pakistan
It is the case both that the city of Arequipa is in Peru and that the city of Novosibirsk is in China.,0,"It is true that the city known as Arequipa is geographically located within the territorial boundaries of the country called Peru, and simultaneously, it is also the case that the city identified as Novosibirsk is situated within the national borders of the country known as China.",The city of Arequipa is in Peru.,1,Arequipa,Peru,Peru,The city of Novosibirsk is in China.,0,Novosibirsk,China,Russian Federation
It is the case both that the city of Heze is in China and that the city of Fes is in Jamaica.,0,"It is true that the city known as Heze is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Fes is situated within the national borders of the country known as Jamaica.",The city of Heze is in China.,1,Heze,China,China,The city of Fes is in Jamaica.,0,Fes,Jamaica,Morocco
It is the case both that the city of Aleppo is in Syria and that the city of Calgary is in Turkey.,0,"It is true that the city known as Aleppo is geographically situated within the territorial boundaries of the country called Syria, and simultaneously, it is also the case that the city identified as Calgary is located within the national borders of the country known as Turkey.",The city of Aleppo is in Syria.,1,Aleppo,Syrian Arab Republic,Syrian Arab Republic,The city of Calgary is in Turkey.,0,Calgary,Turkey,Canada
It is the case both that the city of Port Harcourt is in Nigeria and that the city of Basrah is in India.,0,"It is true that the city known as Port Harcourt is geographically located within the territorial boundaries of the country called Nigeria, and simultaneously, it is also the case that the city identified as Basrah is situated within the national borders of the country known as India.",The city of Port Harcourt is in Nigeria.,1,Port Harcourt,Nigeria,Nigeria,The city of Basrah is in India.,0,Basrah,India,Iraq
It is the case both that the city of Malang is in Indonesia and that the city of Sharjah is in South Korea.,0,"It is true that the city known as Malang is geographically situated within the territorial boundaries of the country called Indonesia, and simultaneously, it is also the case that the city identified as Sharjah is located within the national borders of the country known as South Korea.",The city of Malang is in Indonesia.,1,Malang,Indonesia,Indonesia,The city of Sharjah is in South Korea.,0,Sharjah,"Korea, Republic of",United Arab Emirates
It is the case both that the city of Kinshasa is in the Democratic Republic of the Congo and that the city of Kharkiv is in China.,0,"It is true that the city known as Kinshasa is geographically located within the territorial boundaries of the country officially recognized as the Democratic Republic of the Congo, and simultaneously, it is also the case that the city identified as Kharkiv is situated within the national borders of the country known as China.",The city of Kinshasa is in the Democratic Republic of the Congo.,1,Kinshasa,"Congo, Democratic Republic of the","Congo, Democratic Republic of the",The city of Kharkiv is in China.,0,Kharkiv,China,Ukraine
It is the case both that the city of Chuzhou is in China and that the city of Taguig is in India.,0,"It is true that the city known as Chuzhou is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Taguig is situated within the national borders of the country known as India.",The city of Chuzhou is in China.,1,Chuzhou,China,China,The city of Taguig is in India.,0,Taguig,India,Philippines
It is the case both that the city of Lviv is in Ukraine and that the city of Astrakhan is in Saudi Arabia.,0,"It is true that the city known as Lviv is geographically located within the territorial boundaries of the country called Ukraine, and simultaneously, it is also the case that the city identified as Astrakhan is situated within the national borders of the country known as Saudi Arabia.",The city of Lviv is in Ukraine.,1,Lviv,Ukraine,Ukraine,The city of Astrakhan is in Saudi Arabia.,0,Astrakhan,Saudi Arabia,Russian Federation
It is the case both that the city of Huangshi is in China and that the city of Mar del Plata is in China.,0,"It is true that the city known as Huangshi is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Mar del Plata is situated within the same national borders, meaning that both Huangshi and Mar del Plata are cities that exist within the country of China.",The city of Huangshi is in China.,1,Huangshi,China,China,The city of Mar del Plata is in China.,0,Mar del Plata,China,Argentina
It is the case both that the city of Osaka is in Japan and that the city of Aparecida de Goiania is in Russia.,0,"It is true that the city known as Osaka is geographically situated within the territorial boundaries of the country called Japan, and simultaneously, it is also the case that the city identified as Aparecida de Goiania is located within the national borders of the country known as Russia.",The city of Osaka is in Japan.,1,Osaka,Japan,Japan,The city of Aparecida de Goiania is in Russia.,0,Aparecida de Goiania,Russian Federation,Brazil
It is the case both that the city of Sarajevo is in Bosnia and Herzegovina and that the city of Bahcelievler is in Nigeria.,0,"It is true that the city known as Sarajevo is geographically situated within the territorial boundaries of the country called Bosnia and Herzegovina, and simultaneously, it is also the case that the city identified as Bahcelievler is located within the national borders of the country known as Nigeria.",The city of Sarajevo is in Bosnia and Herzegovina.,1,Sarajevo,Bosnia and Herzegovina,Bosnia and Herzegovina,The city of Bahcelievler is in Nigeria.,0,Bahcelievler,Nigeria,Turkey
It is the case both that the city of Zhanjiang is in China and that the city of Sokoto is in Canada.,0,"It is true that the city known as Zhanjiang is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Sokoto is situated within the national borders of the country known as Canada.",The city of Zhanjiang is in China.,1,Zhanjiang,China,China,The city of Sokoto is in Canada.,0,Sokoto,Canada,Nigeria
It is the case both that the city of Helsinki is in Finland and that the city of Yongzhou is in Iran.,0,"It is true that the city known as Helsinki is geographically located within the territorial boundaries of the country called Finland, and simultaneously, it is also the case that the city identified as Yongzhou is situated within the national borders of the country known as Iran.",The city of Helsinki is in Finland.,1,Helsinki,Finland,Finland,The city of Yongzhou is in Iran.,0,Yongzhou,"Iran, Islamic Rep. of",China
It is the case both that the city of Durban is in South Africa and that the city of Stockholm is in China.,0,"It is true that the city known as Durban is geographically situated within the territorial boundaries of the country called South Africa, and simultaneously, it is also the case that the city identified as Stockholm is located within the national borders of the country known as China.",The city of Durban is in South Africa.,1,Durban,South Africa,South Africa,The city of Stockholm is in China.,0,Stockholm,China,Sweden
It is the case both that the city of Peshawar is in Pakistan and that the city of Seattle is in China.,0,"It is true that the city known as Peshawar is geographically located within the territorial boundaries of the country called Pakistan, and simultaneously, it is also the case that the city identified as Seattle is situated within the national borders of the country known as China.",The city of Peshawar is in Pakistan.,1,Peshawar,Pakistan,Pakistan,The city of Seattle is in China.,0,Seattle,China,United States
It is the case both that the city of Naberezhnyye Chelny is in Russia and that the city of Ar Raqqah is in China.,0,"It is true that the city known as Naberezhnyye Chelny is geographically situated within the territorial boundaries of the country called Russia, and simultaneously, it is also the case that the city identified as Ar Raqqah is located within the national borders of the country known as China.",The city of Naberezhnyye Chelny is in Russia.,1,Naberezhnyye Chelny,Russian Federation,Russian Federation,The city of Ar Raqqah is in China.,0,Ar Raqqah,China,Syrian Arab Republic
It is the case both that the city of Xinyang is in China and that the city of Maracaibo is in China.,0,"It is true that the city known as Xinyang is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Maracaibo is situated within the same national borders, meaning that both Xinyang and Maracaibo are cities that exist within the country of China.",The city of Xinyang is in China.,1,Xinyang,China,China,The city of Maracaibo is in China.,0,Maracaibo,China,"Venezuela, Bolivarian Rep. of"
It is the case both that the city of Bujumbura is in Burundi and that the city of Panshan is in India.,0,"It is true that the city known as Bujumbura is geographically located within the territorial boundaries of the country called Burundi, and simultaneously, it is also the case that the city identified as Panshan is situated within the national borders of the country known as India.",The city of Bujumbura is in Burundi.,1,Bujumbura,Burundi,Burundi,The city of Panshan is in India.,0,Panshan,India,China
It is the case both that the city of Ningbo is in China and that the city of Mar del Plata is in China.,0,"It is true that the city known as Ningbo is geographically situated within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Mar del Plata is located within the same national borders, meaning that both Ningbo and Mar del Plata are cities that exist within the country of China.",The city of Ningbo is in China.,1,Ningbo,China,China,The city of Mar del Plata is in China.,0,Mar del Plata,China,Argentina
It is the case both that the city of Bucaramanga is in Colombia and that the city of Wanning is in India.,0,"It is true that the city known as Bucaramanga is geographically located within the territorial boundaries of the country called Colombia, and simultaneously, it is also the case that the city identified as Wanning is situated within the national borders of the country known as India.",The city of Bucaramanga is in Colombia.,1,Bucaramanga,Colombia,Colombia,The city of Wanning is in India.,0,Wanning,India,China
It is the case both that the city of Huaihua is in China and that the city of Hamadan is in China.,0,"It is true that the city known as Huaihua is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Hamadan is situated within the same national borders, meaning that both Huaihua and Hamadan are cities that exist within the country of China.",The city of Huaihua is in China.,1,Huaihua,China,China,The city of Hamadan is in China.,0,Hamadan,China,"Iran, Islamic Rep. of"
It is the case both that the city of Aden is in Yemen and that the city of Quito is in China.,0,"It is true that the city known as Aden is geographically situated within the territorial boundaries of the country called Yemen, and simultaneously, it is also the case that the city identified as Quito is located within the national borders of the country known as China.",The city of Aden is in Yemen.,1,Aden,Yemen,Yemen,The city of Quito is in China.,0,Quito,China,Ecuador
It is the case both that the city of Goeteborg is in Sweden and that the city of Dandong is in India.,0,"It is true that the city known as Goeteborg is geographically located within the territorial boundaries of the country called Sweden, and simultaneously, it is also the case that the city identified as Dandong is situated within the national borders of the country known as India.",The city of Goeteborg is in Sweden.,1,Goeteborg,Sweden,Sweden,The city of Dandong is in India.,0,Dandong,India,China
It is the case both that the city of Bhayandar is in India and that the city of Kalininskiy is in South Korea.,0,"It is true that the city known as Bhayandar is geographically located within the territorial boundaries of the country called India, and simultaneously, it is also the case that the city identified as Kalininskiy is situated within the national borders of the country known as South Korea.",The city of Bhayandar is in India.,1,Bhayandar,India,India,The city of Kalininskiy is in South Korea.,0,Kalininskiy,"Korea, Republic of",Russian Federation
It is the case both that the city of Santo Domingo Oeste is in the Dominican Republic and that the city of Hubli is in the United States.,0,"It is true that the city known as Santo Domingo Oeste is geographically located within the territorial boundaries of the country called the Dominican Republic, and simultaneously, it is also the case that the city identified as Hubli is situated within the national borders of the country known as the United States.",The city of Santo Domingo Oeste is in the Dominican Republic.,1,Santo Domingo Oeste,Dominican Republic,Dominican Republic,The city of Hubli is in the United States.,0,Hubli,United States,India
It is the case both that the city of Shantou is in China and that the city of Bujumbura is in China.,0,"It is true that the city known as Shantou is geographically located within the territorial boundaries of the country called China, and simultaneously, it is also the case that the city identified as Bujumbura is situated within the same national borders, meaning that both Shantou and Bujumbura are cities that exist within the country of China.",The city of Shantou is in China.,1,Shantou,China,China,The city of Bujumbura is in China.,0,Bujumbura,China,Burundi
It is the case both that the city of Sarajevo is in Bosnia and Herzegovina and that the city of Tianshui is in Iraq.,0,"It is true that the city known as Sarajevo is geographically located within the territorial boundaries of the country called Bosnia and Herzegovina, and simultaneously, it is also the case that the city identified as Tianshui is situated within the national borders of the country known as Iraq.",The city of Sarajevo is in Bosnia and Herzegovina.,1,Sarajevo,Bosnia and Herzegovina,Bosnia and Herzegovina,The city of Tianshui is in Iraq.,0,Tianshui,Iraq,China
It is the case both that the city of Kota Kinabalu is in Malaysia and that the city of Sanming is in Venezuela.,0,"It is true that the city known as Kota Kinabalu is geographically situated within the territorial boundaries of the country called Malaysia, and simultaneously, it is also the case that the city identified as Sanming is located within the national borders of the country known as Venezuela.",The city of Kota Kinabalu is in Malaysia.,1,Kota Kinabalu,Malaysia,Malaysia,The city of Sanming is in Venezuela.,0,Sanming,"Venezuela, Bolivarian Rep. of",China
